Column1,Column2,Column3,Column4,Column5
1000.0,1000.0,950.0,981.1111111111109,999.9999999999999
1000.0,1000.0,931.1111111111111,900.0,850.0
1000.0,1000.0,1000.0,1000.0,950.0
1000.0,919.9999999999984,870.0,870.0000000000001,920.0000000000005
1000.0,1000.0,1000.0,1000.0,946.1111111111111
1000.0,1000.0,950.0,950.0,1000.0
1000.0,911.111111111113,1000.0,1000.0,970.0
1000.0,970.0,900.0,920.0,950.0000000000001
