c[1],c[2],c[3],c[4],c[5],c[6],p[1],p[2],p[3],p[4],p[5],p[6],h[1],g_plus[1],g_minus[1],dr[1],μ[1],μ[2],μ[3]
951.2502952755901,15.61970472440945,19.474655511811022,34.405639763779526,29.679901574803147,0.0,48.31692913385827,38.31692913385827,58.31692913385827,351.68307086614175,198.31692913385828,0.0,0.0,0.0,1.87007874015748,1.4960629921259843,0.0,0.0,0.0
0.0,15.61970472440945,19.474655511811022,0.0,36.31692913385827,0.0,0.0,38.31692913385827,58.31692913385827,0.0,500.0,0.0,0.0,0.0,0.0,1.6830708661417322,0.0,0.0,0.0
0.0,0.0,19.474655511811022,0.0,29.679901574803147,0.0,0.0,0.0,58.31692913385827,0.0,198.31692913385828,0.0,0.0,0.0,0.0,291.68307086614175,290.0,0.0,0.0
0.0,0.0,0.0,0.0,29.679901574803147,0.0,0.0,0.0,0.0,0.0,198.31692913385828,0.0,0.0,0.0,0.0,345.0,343.31692913385825,0.0,0.0
0.0,0.0,0.0,0.0,38.03557086614173,0.0,0.0,0.0,0.0,0.0,578.1200787401575,0.0,0.0,26.437007874015762,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,55.67259842519685,0.0,1.6830708661417322,1.6830708661417322,1.6830708661417322,1.6830708661417322,1379.8031496062993,1.6830708661417322,22.110236220472444,0.0,3.366141732283463,1206.732283464567,401.68307086614175,401.68307086614175,401.68307086614175
15.008021653543308,0.0,0.0,0.0,38.47990157480315,0.0,48.31692913385827,0.0,0.0,0.0,598.3169291338583,0.0,17.397637795275593,0.0,0.0,1.6830708661417322,0.0,0.0,0.0
15.008021653543308,0.0,0.0,0.0,29.679901574803147,0.0,48.31692913385827,0.0,0.0,0.0,198.31692913385828,0.0,15.714566929133861,0.0,0.0,301.68307086614175,300.0,0.0,0.0
15.008021653543308,0.0,0.0,0.0,29.679901574803147,0.0,48.31692913385827,0.0,0.0,0.0,198.31692913385828,0.0,14.031496062992128,0.0,0.0,201.68307086614172,0.0,0.0,200.0
15.008021653543308,0.0,0.0,0.0,30.409625984251967,0.0,48.31692913385827,0.0,0.0,0.0,231.486220472441,0.0,12.348425196850396,0.0,0.0,68.513779527559,66.83070866141726,0.0,0.0
0.0,0.0,0.0,0.0,48.04665354330709,0.0,1.6830708661417322,1.6830708661417322,1.6830708661417322,1.6830708661417322,1033.1692913385828,1.6830708661417322,10.665354330708663,0.0,0.0,1206.732283464567,401.68307086614175,401.68307086614175,401.68307086614175
0.0,0.0,0.0,0.0,30.409625984251967,0.0,0.0,0.0,0.0,0.0,231.486220472441,0.0,8.98228346456693,29.803149606299215,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.679901574803147,0.0,0.0,0.0,0.0,0.0,198.31692913385828,0.0,34.12204724409449,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.679901574803147,0.0,0.0,0.0,0.0,0.0,198.31692913385828,0.0,32.438976377952756,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.679901574803147,0.0,0.0,0.0,0.0,0.0,198.31692913385828,0.0,30.755905511811022,2.7449693788276215,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,32.60962598425197,0.0,0.0,0.0,0.0,0.0,331.486220472441,0.0,31.543307086614107,79.80314960629929,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.24665354330709,0.0,1.6830708661417322,1.6830708661417322,1.6830708661417322,1.6830708661417322,1133.1692913385828,1.6830708661417322,101.68307086614173,0.0,0.0,1206.732283464567,401.68307086614175,401.68307086614175,401.68307086614175
0.0,0.0,0.0,0.0,32.60962598425197,0.0,1.6830708661417322,0.0,0.0,0.0,331.486220472441,1.6830708661417322,100.0,0.0,0.0,113.46456692913378,0.0,111.78149606299205,0.0
0.0,15.61970472440945,0.0,0.0,29.679901574803147,0.0,0.0,38.31692913385827,0.0,0.0,198.31692913385828,0.0,98.31692913385827,0.0,0.0,311.68307086614175,310.0,0.0,0.0
0.0,15.61970472440945,0.0,0.0,29.679901574803147,0.0,0.0,38.31692913385827,0.0,0.0,198.31692913385828,1.6830708661417322,96.63385826771653,0.0,0.0,410.0,401.68307086614175,6.633858267716505,0.0
0.0,0.0,0.0,0.0,29.679901574803147,0.0,0.0,0.0,0.0,0.0,198.31692913385828,0.0,94.9507874015748,0.0,0.0,400.0,398.31692913385825,0.0,0.0
0.0,0.0,0.0,0.0,37.78287401574803,0.0,0.0,0.0,0.0,0.0,566.6338582677165,0.0,93.26771653543307,0.0,0.0,1.6830708661417322,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.679901574803147,0.0,0.0,0.0,0.0,0.0,198.31692913385828,0.0,91.58464566929133,0.0,0.0,300.0,298.31692913385825,0.0,0.0
0.0,0.0,0.0,0.0,35.17990157480315,0.0,0.0,0.0,0.0,0.0,448.31692913385825,0.0,89.9015748031496,0.0,0.0,0.0,0.0,0.0,0.0
