Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5
1000.0,1000.0,961.11111111111,1000.0,965.1754385964914,977.4999999999998,950.0000000000002,1000.0,950.0000000000002,968.5594512195119,966.0968959972389,950.0,949.9999999999999,950.0,950.0,961.1111111111111,950.0,950.0
1000.0,1000.0,899.9999999999999,900.0000000000001,900.0,810.0,809.9999999999998,900.0,900.0,899.9999999999999,900.0,900.0000000000002,899.9999999999999,899.9999999999999,900.0,900.0,900.0000000000001,900.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,880.0,880.0,880.0,880.0,880.0000000000001,880.0,880.0,880.0,880.0,880.0,880.0
1000.0,1000.0,1000.0,999.9999999999999,1000.0,1000.0,961.111111111111,911.1111111111109,961.1111111111106,942.551659891599,945.0142151138723,900.0,899.9999999999999,926.1111111111109,985.1599565920818,926.5996718621819,940.0224515019078,999.9999999999997
1000.0,1000.0,960.0000000000011,907.3245614035102,907.3245614035086,871.1111111111113,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,950.0,950.0,950.0,950.0,950.7182892388328,950.0
1000.0,1000.0,910.0000000000005,900.0000000000002,910.0,910.0,910.0000000000005,910.0000000000005,1000.0,1000.0,989.4170403587441,1000.0,976.4266399295107,1000.0,987.9755772595147,1000.0,1000.0,974.9999999999998
1000.0,1000.0,926.1111111111105,987.5,950.0,950.0,950.0,950.0,900.0,899.9999999999999,900.0,900.0,899.9999999999997,899.9999999999999,900.0,900.0,900.0,900.0000000000013
1000.0,1000.0,900.0,900.0,900.0,900.0,900.0,900.0,750.0,740.0,740.0,750.0,750.0000000000006,800.0,800.0,759.6966244341148,800.0000000000005,811.1111111111111
1000.0,1000.0,800.0,813.7865497076014,848.6111111111111,800.0,800.0,776.1111111111106,800.0,790.0,755.957418381616,750.0,750.0,660.0,660.0,744.0070792695894,695.3703703703702,650.0
1000.0,950.0,850.0,777.5,777.5,826.1111111111111,826.1111111111104,850.0,777.5000000000006,666.1111111111111,700.0,751.1111111111111,784.6844711816002,775.0000000000001,715.9511545190293,648.4003281378178,645.3703703703702,700.0
1000.0,851.8253400143165,750.0,810.0,810.0,810.0,750.0,750.0,810.0,740.0,740.0,750.0,750.0,750.0,750.0,800.0,800.0,740.0
