Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,631.6261810000001,631.6261810000001
1000.0,1000.0,1000.0,631.6316900000002,431.63169000000016,434.21352415450747,235.1865937149,235.1865937149
1000.0,1000.0,1000.0,999.9999999999998,423.7148712485426,420.129636,429.87036399999977,429.87036400000005
1000.0,1000.0,1000.0,1000.0,572.3334827078799,527.7725387208851,530.333431760982,529.5057851111111
1000.0,1000.0,1000.0,1000.0,571.52621,517.527680402381,421.52621,528.47379
1000.0,1000.0,1000.0,1000.0,571.699384,478.300616,478.30061600000005,478.300616
1000.0,1000.0,1000.0,222.06098599999996,195.4076192659794,229.0052265225656,213.1897839999998,218.70041652256572
1000.0,666.875572326505,449.4356010000001,396.5603681616025,396.67551011111107,449.4356010000001,449.4356010000001,449.4356010000001
1000.0,557.1394600000002,242.5431200000001,338.53908916160265,407.1394600000002,252.44782000000015,257.13946000000016,295.00000000000006
1000.0,1000.0,399.79817,303.8022008383975,249.79817000000003,329.79817,399.79817,347.3412900000001
1000.0,1000.0,471.78133,432.2922128623035,442.81501000000037,502.1849899999999,442.81501000000014,392.81501000000014
1000.0,614.84582,3.4150452989765085,35.15418,64.1287595304907,25.154179999999997,25.154179999999997,151.5827111111107
1000.0,1000.0,421.3670852989764,421.5440858994611,452.08079953049156,501.8937800000002,501.8937800000002,451.89378000000045
1000.0,1000.0,504.34740641008756,218.41329589946113,235.02457000000004,385.02457000000027,377.9974150451319,330.97578999999996
1000.0,1000.0,1000.0,262.35047202390535,154.18089794987134,94.51388000000014,63.84289999999987,169.84326000000004
1000.0,1000.0,1000.0,992.4416091616026,970.6623620501288,386.00035999999994,386.0003600000003,350.00000000000006
1000.0,1000.0,981.1908700000001,1000.0,1000.0,251.81430999999992,292.98148335012877,426.81430999999986
319.53883555555547,348.32487999999995,348.32487999999995,348.32487999999995,348.32487999999995,294.3544759878448,339.6803000000004,198.32487999999995
199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005
1000.0,813.9430400000001,713.9430400000001,758.9430400000001,682.1287300000001,706.6164959878447,734.7706866498712,306.17270194647426
1000.0,1000.0,981.0675438121343,1000.0,302.0749538625687,278.59058896875945,310.4297733501288,359.02775805352576
1000.0,524.9470211111111,504.10818499195966,577.0719140261419,193.09850999999986,247.57350103124,226.84542776098226,201.92845700405942
1000.0,1000.0,1000.0,1000.0,548.285226,446.71477400000003,498.28522599999997,459.6042120535258
1000.0,1000.0,1000.0,1000.0,679.5555380966018,569.833607,569.8336070000003,569.8336069999999
