Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
1000.0,1000.0,1000.0,1000.0,1000.0,997.5002846469879,1000.0,963.1979680874726,377.5000000000001,377.5000000000001
191.50584795321197,355.0,376.9212462137604,385.00000000000034,349.99999999999994,362.5000000000002,362.5,314.9280045162757,262.4999999999998,262.4999999999998
1000.0,1000.0,961.9212462137605,970.0000000000003,1000.0,957.499715353012,982.7266941779465,201.1831065948354,312.50000000000006,312.50000000000006
1000.0,971.7514124293771,995.5292520621191,1000.0,987.0863599677144,167.49971535301202,192.72669417794586,287.6406710404166,290.9350616089368,332.50000000000017
1000.0,1000.0,952.5000000000005,952.4999999998918,1000.0,957.499715353012,982.7266941779459,252.5719954837243,207.04617272004785,312.5000000000003
295.00000000000244,350.0000000000015,367.5000000000004,367.500000000001,370.0000000000008,400.00000000000057,400.0,352.4280045162759,309.0649383910631,262.5
320.0000000000013,290.00000000000455,282.49999999999994,282.50000000000495,322.50000000000097,342.50000000000057,342.5000000000002,342.5000000000011,342.50000000000136,360.00000000000034
1000.0,801.1111111111184,817.5,817.5000000000055,763.6111111111119,774.4387301646926,736.9470611297343,725.5835290495507,809.9011220760239,398.0522794836047
1000.0,1000.0,1000.0,1000.0,197.49999999999915,142.49999999999903,170.2266941779457,170.58352904955058,154.90112207602334,150.9974546731542
1000.0,1000.0,406.40952921157174,442.4999999999982,210.0000000000008,347.500000000001,319.7733058220542,319.4164709504495,335.0988779239768,225.0000000000004
1000.0,1000.0,432.5198867466637,557.9826401581665,527.5000000000011,525.1940709581839,498.0527861232469,508.7026484602205,490.00000000000097,510.0000000000007
1000.0,1000.0,257.5,300.00000000000057,484.0277777777783,399.18616480162757,393.0527861232467,372.5000000000001,405.00000000000074,395.0
1000.0,617.5000000000005,237.5000000000001,173.12847095294507,119.02777777777834,205.81383519837263,262.50000000000017,258.61111111110995,206.11111111111086,235.0000000000001
1000.0,1000.0,1000.0,380.00000000000136,410.0000000000009,399.1861648016281,396.94721387675395,387.5000000000001,391.7826375082829,395.0
1000.0,602.5000000000018,230.0000000000004,245.36458375638767,241.52777777777746,264.1723809464175,264.7166833576045,287.5000000000008,260.76319858626084,286.11111111111074
1000.0,1000.0,375.0000000000002,274.6354162436123,326.5277777777776,319.9999999999992,346.66573293584275,322.5000000000001,344.2368014137387,325.0000000000002
1000.0,1000.0,239.18911132133246,255.05902820094565,277.49999999999915,284.9999999999992,238.51088906535776,207.50000000000097,360.0000000000001,352.5000000000002
1000.0,890.0000000000026,1000.0,963.5520829102768,1000.0,170.00000000000102,251.48911093464255,340.0,180.7631985862613,217.49999999999997
1000.0,1000.0,967.5000000000016,967.5000000000011,942.5000000000006,1000.0,868.9446526772709,190.59131440384294,268.4103313840157,267.1147259881676
218.02631578947612,300.00000000000273,297.500000000001,297.50000000000125,297.5000000000017,292.50000000000153,312.50000000000074,364.40868559615734,386.5896686159844,380.61761306939536
251.84210526315806,355.0000000000005,380.00000000000347,347.5000000000015,342.5000000000007,347.50000000000273,375.91756575769585,375.91756575769625,391.58966861598435,392.8852740118325
1000.0,1000.0,980.5124705782106,1000.0,1000.0,313.4647889110523,285.9175657576965,285.9175657576962,301.58966861598407,287.1400013547044
1000.0,1000.0,843.9086294416174,1000.0,277.50000000000034,225.00000000000114,254.08243424230312,254.0824342423037,238.41033138401576,252.8599986452955
1000.0,1000.0,1000.0,1000.0,884.5331432644324,1000.0,412.5000000000001,412.5000785057349,412.5,412.5
