Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
1000.0,1000.0,1000.0,50.00000000000125,50.00000000000125,50.00000000000125,50.0,50.0,50.0,50.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0
1000.0,1000.0,1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,250.0,247.5,247.5000000000001,250.0,195.00000000000014,205.0,250.0,200.0,250.0
272.03703703703707,205.0,207.5,207.5000000000001,200.0,260.00000000000006,250.0,200.0,255.0,200.0
1000.0,1000.0,293.6111111111111,293.611111111111,240.0,241.1111111111111,231.1111111111111,220.00000000000003,273.05555555555554,250.0
1000.0,1000.0,350.0,350.0000000000001,300.0,290.0,300.0,300.0,258.05555555555554,200.0
1000.0,1000.0,250.0,250.0,310.0,234.99999999999966,219.44439830998647,241.11107198796893,250.0,350.0
1000.0,558.8888888888889,335.0,335.0,280.0,350.00000000000034,365.55560169001353,310.00003912314224,295.0,270.0
1000.0,400.0,240.0,297.5000000000002,231.1111111111111,290.00000000000034,224.44449057890242,180.0000391231422,140.0,136.11111111111111
450.0,101.11111111111109,349.99999999999994,292.4999999999998,355.0,299.99999999999966,365.55550942109755,409.9999608768578,385.0,398.8888888888889
