Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17
50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,850.0,950.0000000000001,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0000000000001,949.9999999999998,950.0,950.0,950.0,950.0
1000.0,999.9999999999999,899.9999999999999,899.9999999999999,900.0,899.9999999999999,900.0,900.0,899.9999999999999,899.9999999999999,900.0,899.9999999999999,900.0000000000002,900.0,900.0,899.9999999999999,900.0
1000.0,835.0000000000002,891.111111111111,969.1880341880329,891.1111111111111,880.0,891.1111111111111,980.0,941.111111111111,970.4411901249704,887.3692260311338,891.1111111111112,890.4030910307887,885.3647460976536,888.7648907929268,880.0,880.0
1000.0,1000.0,1000.0,921.923076923078,1000.0,911.1111111111111,1000.0,911.1111111111111,902.0137480879117,908.058082016914,1000.0,999.9999999999999,958.0474485437416,954.8585265297004,958.3291294258547,1000.0,900.887453512886
1000.0,1000.0,1000.0,1000.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0
1000.0,913.0555555555557,910.0000000000001,890.0,1000.0,1000.0,979.4369860125114,979.0425872558437,1000.0,985.3349604930704,975.0,978.6846130155668,980.6056325503135,982.6498990389438,975.0000000000002,979.4369860125114,975.4437267564429
1000.0,873.0555555555557,965.0,920.0,899.9999999999999,900.0,900.0,900.0,900.0,900.0,900.0,899.9999999999999,938.5093746328234,942.6246087156223,944.0170908923294,899.9999999999999,900.0
1000.0,913.0555555555554,850.0,850.0,775.0,900.0,800.0,800.0,760.0,760.0,760.0,734.9442134761983,736.8873301256053,737.8088436767378,742.2286762933177,800.0,799.9999999999998
1000.0,775.0,750.0,750.0,750.0,660.0,660.0,655.7756242305628,750.0,750.0,736.1111111111111,725.0,738.1126698743946,737.1911563232622,725.0,669.6063651172224,735.2236575982253
1000.0,900.0,800.0,800.0,800.0,850.0,850.0,850.0,699.9999999999999,700.0,700.0,700.0,691.4416180601519,691.4368195425263,690.0,691.5047459938886,724.9999999999999
1000.0,1000.0,760.0,760.0,760.0,750.0,750.0,750.0,760.0,740.0,740.0,740.0,750.0,750.0,750.0,750.0,750.0
