c[1],c[2],c[3],c[4],c[5],c[6],c[7],c[8],c[9],c[10],c[11],c[12],c[13],c[14],c[15],c[16],c[17],c[18],p[1],p[2],p[3],p[4],p[5],p[6],p[7],p[8],p[9],p[10],p[11],p[12],p[13],p[14],p[15],p[16],p[17],p[18],h[1],g_plus[1],g_minus[1],dr[1],μ[1],μ[2],μ[3]
835.7129225352112,619.0704225352113,120.28169014084506,896.8932570422536,3897.2622300469498,2.4364132352910664e7,835.7129225352112,619.0704225352113,120.28169014084506,0.0,0.0,103.38028169014083,0.0,0.0,120.28169014084506,0.0,0.0,103.38028169014083,59.859154929577464,59.859154929577464,9.859154929577464,59.859154929577464,331.9248826291081,0.0,59.859154929577464,59.859154929577464,9.859154929577464,0.0,0.0,9.859154929577464,0.0,0.0,9.859154929577464,0.0,0.0,9.859154929577464,40.140845070422536,0.0,89.2018779342723,40.140845070422536,0.0,0.0,0.0
835.7129225352112,0.0,0.0,0.0,0.0,103.38028169014083,0.0,439.14084507042253,0.0,896.8932570422536,635.2927464788733,0.0,835.7129225352112,619.0704225352113,0.0,896.8932570422536,1450.8949194788227,0.0,59.859154929577464,0.0,0.0,2.026534986926627,0.0,9.859154929577464,0.0,40.140845070422536,0.0,59.859154929577464,59.859154929577464,0.0,59.859154929577464,59.859154929577464,2.9066506205954044,59.859154929577464,130.48934960374498,0.0,0.0,0.0,0.0,180.28169014084506,0.0,0.0,140.14084507042253
0.0,968.5915492957743,120.28169014084506,6924.368961267606,635.2927464788733,0.0,835.7129225352112,619.0704225352113,120.28169014084506,0.0,0.0,103.38028169014083,0.0,619.0704225352113,120.28169014084506,0.0,0.0,103.38028169014083,0.0,90.84507042253517,9.859154929577464,390.14084507042253,59.859154929577464,0.0,59.859154929577464,59.859154929577464,9.859154929577464,0.0,0.0,9.859154929577464,0.0,59.859154929577464,9.859154929577464,0.0,0.0,9.859154929577464,0.0,0.0,0.0,40.140845070422536,0.0,0.0,0.0
835.7129225352112,439.14084507042253,0.0,0.0,468.544014084507,103.38028169014083,728.305457746479,0.0,0.0,896.8932570422536,635.2927464788733,799.8091549295775,835.7129225352112,0.0,0.0,896.8932570422536,635.2927464788733,0.0,59.859154929577464,40.140845070422536,0.0,0.0,40.140845070422536,9.859154929577464,40.140845070422536,0.0,2.9066506205954044,59.859154929577464,59.859154929577464,65.0,59.859154929577464,0.0,0.0,59.859154929577464,59.859154929577464,0.0,0.0,0.0,0.0,102.51588459067219,62.37503952024965,0.0,0.0
835.7129225352112,0.0,0.0,896.8932570422536,0.0,0.0,3931.0859214685565,439.14084507042253,120.28169014084506,0.0,0.0,0.0,835.7129225352112,0.0,120.28169014084506,896.8932570422536,635.2927464788733,0.0,59.859154929577464,0.0,0.0,59.859154929577464,3.167555341915371,3.0901343395244445,248.04800091723973,40.140845070422536,9.859154929577464,0.0,3.167555341915371,3.0901343395244445,59.859154929577464,0.0,9.859154929577464,59.859154929577464,59.859154929577464,0.0,0.0,0.0,0.0,40.140845070422536,0.0,0.0,0.0
728.305457746479,2712.1408450704225,120.28169014084506,0.0,635.2927464788733,486.5800978761401,0.0,619.0704225352113,120.28169014084506,896.8932570422536,635.2927464788733,103.38028169014083,0.0,619.0704225352113,514.2042253521128,754.9539612676057,468.544014084507,103.38028169014083,40.140845070422536,240.14084507042253,9.859154929577464,2.026534986926627,59.859154929577464,40.19959959988619,0.0,59.859154929577464,9.859154929577464,59.859154929577464,59.859154929577464,9.859154929577464,0.0,59.859154929577464,40.140845070422536,40.140845070422536,40.140845070422536,9.859154929577464,0.0,0.0,0.0,40.140845070422536,0.0,0.0,0.0
835.7129225352112,134.35192442879637,514.2042253521128,896.8932570422536,468.544014084507,0.0,835.7129225352112,619.0704225352113,855.3091549295775,0.0,0.0,0.0,2458.0797799295797,0.0,120.28169014084506,896.8932570422536,635.2927464788733,481.2887323943662,59.859154929577464,14.614134798929555,40.140845070422536,59.859154929577464,40.140845070422536,0.0,59.859154929577464,59.859154929577464,65.0,0.0,3.167555341915371,0.0,162.50000000000014,0.0,9.859154929577464,59.859154929577464,59.859154929577464,40.140845070422536,40.140845070422536,0.0,0.0,40.140845070422536,0.0,0.0,0.0
835.7129225352112,619.0704225352113,120.28169014084506,0.0,635.2927464788733,103.38028169014083,0.0,439.14084507042253,514.2042253521128,896.8932570422536,1334.64838028169,103.38028169014083,728.305457746479,619.0704225352113,0.0,0.0,0.0,103.38028169014083,59.859154929577464,59.859154929577464,9.859154929577464,0.0,59.859154929577464,9.859154929577464,0.0,40.140845070422536,40.140845070422536,59.859154929577464,120.42253521126759,9.859154929577464,40.140845070422536,59.859154929577464,0.0,0.0,0.0,9.859154929577464,0.0,0.0,0.0,180.28169014084506,0.0,140.14084507042253,0.0
0.0,0.0,0.0,896.8932570422536,468.544014084507,0.0,835.7129225352112,619.0704225352113,120.28169014084506,0.0,0.0,0.0,835.7129225352112,0.0,1988.9107657623204,896.8932570422536,635.2927464788733,481.2887323943662,0.0,0.0,0.0,59.859154929577464,40.140845070422536,0.0,59.859154929577464,59.859154929577464,9.859154929577464,2.026534986926627,3.167555341915371,3.0901343395244445,59.859154929577464,3.3618798216434285,148.30207174748318,59.859154929577464,59.859154929577464,40.140845070422536,40.140845070422536,0.0,0.0,40.140845070422536,0.0,0.0,0.0
835.7129225352112,619.0704225352113,0.0,0.0,635.2927464788733,2156.6478873239435,0.0,0.0,0.0,896.8932570422536,635.2927464788733,103.38028169014083,0.0,439.14084507042253,514.2042253521128,0.0,0.0,103.38028169014083,59.859154929577464,59.859154929577464,0.0,0.0,59.859154929577464,170.4225352112676,0.0,0.0,0.0,59.859154929577464,59.859154929577464,9.859154929577464,0.0,40.140845070422536,40.140845070422536,0.0,0.0,9.859154929577464,80.28169014084507,0.0,0.0,40.140845070422536,0.0,0.0,0.0
